test_true_0,test_true_1,test_true_2,test_true_3,test_true_4,test_true_5,test_true_6,test_true_7,test_true_8,test_true_9,test_true_10,test_true_11,test_true_12,test_true_13,test_true_14,test_true_15,test_true_16,test_true_17,test_true_18,test_true_19,test_true_20,test_true_21,test_true_22,test_true_23,test_true_24,test_true_25,test_true_26,test_true_27,test_true_28,test_true_29,test_true_30,test_true_31,test_true_32,test_true_33,test_true_34,test_true_35,test_true_36,test_true_37,test_true_38,test_true_39,test_true_40,test_true_41,test_true_42,test_true_43,test_true_44,test_true_45,test_true_46,test_true_47,test_true_48,test_true_49
-0.4,-0.364,-4.3,-3.54,-3.955,-1.29,0.009000000000000001,-2.68,0.43,-1.66,-4.743,-1.3,-3.81,-7.92,-2.73,-3.19,-1.64,-4.53,-2.468,-6.08,-2.77,-2.253,-4.11,-4.69,0.38,-8.6,-3.54,-3.8,0.54,-3.45,-3.8,-5.282,-1.92,-2.06,-3.928,0.15,-3.18,-7.15,-2.6,-4.14,-1.9809999999999999,-3.39,-1.8,-4.29,-4.93,-6.237,-0.71,-3.21,-1.4,-11.6
-3.083,-3.924,-3.1710000000000003,-5.17,0.009000000000000001,-6.025,-5.37,-1.62,0.85,-1.6,-0.4,-3.39,-3.29,-3.03,-8.6,-2.932,-2.523,-3.364,-2.39,-1.29,-3.26,-1.99,-2.94,-1.68,-5.886,-8.6,-2.478,-3.1710000000000003,-2.925,-0.8540000000000001,-3.59,-3.74,-3.083,-0.47,-2.24,0.43,-3.76,-3.37,-3.2460000000000004,-7.39,-3.75,-3.54,-0.6,-2.73,0.36,-4.22,-4.72,-0.79,-2.55,-2.54
-3.59,-3.483,-2.86,-0.62,-6.08,-4.11,-6.2,-1.17,-3.93,-2.22,-3.01,-4.02,-3.85,-8.04,-3.96,-3.57,-2.3,-2.34,-0.31,-2.68,-0.244,-2.0,-4.14,-2.468,-6.9,-2.05,-1.17,-4.64,0.47,-5.17,-2.33,-0.1,-1.139,-3.19,-6.291,-3.45,-4.25,-2.78,-2.6919999999999997,-1.64,-4.74,-1.99,-3.35,-6.9,-3.61,-2.39,0.0,-7.8,-3.59,-2.53
-4.63,-0.78,-2.322,0.45,-7.32,-2.253,-3.13,-1.17,-1.75,-4.2860000000000005,-3.31,-3.091,-7.15,-6.35,-2.81,-2.16,-1.94,-4.55,-1.94,-1.601,-1.17,-2.81,-2.369,-2.62,-4.0,-0.68,-1.63,-3.06,-7.85,-4.07,-4.77,-3.1,-3.81,-3.8,-0.98,-2.49,-4.15,-3.66,-1.96,-1.99,-4.19,0.02,-3.82,-2.74,-4.06,-3.75,-3.924,-1.4,-2.59,-2.82
-1.04,-1.34,0.32,-4.19,-3.13,-2.21,-4.74,-4.11,-1.66,-1.96,0.81,-1.29,0.76,-2.35,-4.35,-3.5039999999999996,-3.239,-6.57,-5.6129999999999995,-3.083,-4.706,-1.989,-8.334,-1.17,-3.08,-0.04,-3.5380000000000003,-1.28,-3.37,-1.9469999999999998,-7.8,-1.59,-2.878,-4.43,-0.29,-5.46,-4.099,-4.28,-4.56,-1.3,-4.76,-0.29,-5.05,-6.14,-1.95,-4.37,-3.03,-3.38,-2.06,-0.89
-1.75,-5.28,0.106,-3.5039999999999996,-1.56,-0.18,-3.7960000000000003,-2.92,-3.33,-4.06,-0.244,-0.01,-2.1109999999999998,-4.02,-1.83,-2.68,-4.63,-2.676,-0.95,-3.93,-5.46,-2.68,-4.62,-4.62,-5.36,-2.24,-5.27,0.79,-5.03,-4.04,0.11,-2.9819999999999998,-2.05,-0.18,-1.99,-2.92,-3.7960000000000003,-1.66,-3.18,-0.68,-4.3,0.49,-3.38,-4.207,-2.42,-3.12,-5.03,0.61,-2.38,-0.22
-5.43,-2.36,-3.18,-1.34,-7.43,-4.62,0.54,-1.49,-1.22,-2.74,-2.928,-3.77,-0.47,-1.22,-3.38,-0.22,-2.77,-2.7,-2.62,-3.66,-2.68,-5.22,-0.7,-4.11,-5.184,0.26,-1.91,0.15,-1.7080000000000002,-8.4,-1.28,-1.63,0.38,0.7,-3.66,-0.85,-4.63,-3.59,-0.67,0.3,-4.19,-1.6,-4.24,1.02,-7.11,-0.92,-1.96,-4.06,-6.2,-1.45
-0.96,-2.55,-1.34,-4.0,-3.28,-4.0,-9.15,0.38,-2.4,1.1,-3.18,-4.74,-3.68,-0.624,-5.46,-3.18,-1.97,-3.4,-3.81,-5.41,-2.0,-0.83,-3.04,-2.54,-2.06,-4.55,-3.04,-0.667,-2.17,-3.082,-5.54,-0.85,-1.82,-9.16,-4.1,-2.1,1.1,-2.658,-1.3,-0.62,-5.72,-2.41,-1.57,-1.85,-4.88,-3.04,0.15,-2.658,-4.37,-4.047
1.07,-5.282,-4.57,-6.301,-5.85,-5.4,0.06,-3.082,0.76,-5.68,-3.2,-1.827,-0.77,-3.68,-5.65,-3.8,-1.827,-1.93,-4.2860000000000005,-4.314,-1.41,-2.33,-3.324,-1.47,-3.93,-5.21,-2.1109999999999998,-4.89,-6.34,-2.0,-2.12,-1.34,-6.8,-2.05,-5.3820000000000014,-3.93,-2.22,-0.62,-2.77,0.0,-4.47,-0.98,-8.4,-4.72,-2.59,-8.4,-4.66,-3.0,-1.1,-1.14
-1.78,-5.7360000000000015,-0.49,-0.19,-5.14,-1.9809999999999999,-1.26,-3.09,-1.506,-3.01,-1.62,-2.281,-4.07,0.94,-2.23,-9.16,-3.0,-0.8540000000000001,-7.278,-5.27,-4.37,-0.96,-5.7520000000000024,-5.08,0.15,-2.349,-4.8,-2.77,-5.16,-0.74,-2.08,-2.73,-2.21,-0.19,-1.59,-2.61,-3.48,-6.291,-0.466,-4.522,-2.322,-2.62,-4.402,-7.02,-2.46,-0.8,-3.37,-4.047,-3.63,-3.638
-0.41,-0.4,-1.0,-1.83,-3.7539999999999996,-4.31,-3.08,-6.25,-9.16,-1.08,-4.65,-6.09,-3.18,-0.77,-1.34,-2.77,-2.57,-1.9,-2.77,-4.5760000000000005,-6.876,-7.87,-2.8,0.523,-2.82,-2.1,-2.3,-2.55,-4.57,-0.4,-3.03,-2.64,-1.33,-2.42,-3.27,-0.66,-1.21,-4.4,-5.89,-5.282,-3.592,0.07,-3.37,-3.24,-2.62,-5.27,-0.89,0.0,-1.34,-1.17
-1.74,-4.2,-1.04,-4.21,-0.49,-4.12,-8.057,-2.38,-1.24,-4.43,-2.51,-4.47,-3.536,-2.64,1.09,-9.017999999999999,-0.12,-3.8,0.43,-4.02,-4.57,-4.47,-4.735,-2.17,-2.09,-4.0969999999999995,-1.06,-6.59,-3.03,-3.955,-3.21,-2.266,-1.92,-3.082,-3.082,-1.995,-1.33,-1.74,-1.74,-2.593,-0.59,-2.92,-3.31,-2.46,-0.7,-1.66,-2.39,-2.369,-2.12,-3.88
-2.68,-3.17,-3.73,-2.148,-4.86,-0.17,-4.92,-4.44,-1.64,-2.38,-0.66,-4.314,-1.96,-4.31,-3.93,-1.95,-5.89,-2.57,-6.51,0.6509999999999999,-3.67,-3.928,-5.19,-3.27,-7.92,-8.94,-0.7,-3.51,-3.81,-0.8,-0.82,-3.54,-0.29,-2.58,-7.39,-4.1,-3.84,-3.84,-1.62,0.15,-2.17,-0.77,-4.81,-0.4,-4.522,-3.12,-5.88,-1.94,-2.1109999999999998,-7.3370000000000015
-5.84,-5.24,-1.95,-1.9469999999999998,-4.907,-0.85,-1.99,-2.77,-2.56,-0.43,-0.78,-4.3,-4.64,-7.87,-2.89,-5.43,-5.6960000000000015,-4.24,-2.478,-3.59,-2.08,-3.85,-1.24,-1.8,-2.25,-2.98,-1.74,-4.16,-5.46,-1.47,0.715,-4.45,-3.24,-2.74,-2.49,-3.96,-1.96,-2.0,-2.18,-1.85,-2.523,-1.3,-5.47,-7.92,-4.1,-2.59,-1.98,-1.87,-5.46,-4.07
-3.19,-2.78,-3.15,-2.696,-0.624,1.1440000000000001,-5.292999999999998,-3.9530000000000003,-2.28,-3.85,-2.73,-3.01,-3.59,-2.78,-5.85,-0.88,-4.522,-3.46,-2.63,-1.8030000000000002,-2.932,-2.18,-3.19,-4.86,-6.02,-1.73,-8.71,-3.6039999999999996,-4.14,-2.404,0.35,-2.36,-3.0210000000000004,-3.5039999999999996,0.54,-4.6339999999999995,-4.57,-1.96,-5.6960000000000015,-6.34,-2.016,-4.69,-2.55,-4.6339999999999995,-2.51,-1.655,-5.65,-0.8,-2.24,-3.19
-1.25,-2.843,-4.86,-0.85,-2.74,-5.28,-0.6,-4.45,-6.34,-0.45,-4.4319999999999995,1.57,-3.483,-3.924,-1.5,-1.3,1.1,-0.99,-3.26,-5.84,-7.39,-2.6919999999999997,-2.41,-2.94,-0.17,-6.9,0.36,-1.22,-7.96,-1.6,-3.0,-3.27,-2.08,-2.31,-3.8960000000000004,-1.33,0.39,1.1440000000000001,-2.452,-3.658,-0.31,-4.46,-0.55,-2.21,-4.56,-2.85,-0.85,-7.25,-1.14,-7.68
-3.451,-1.16,-4.31,-3.451,0.36,-1.6,-0.98,-2.82,-2.54,-3.24,-4.7989999999999995,-4.8,-5.88,-3.03,-1.49,-8.003,-5.233,-5.06,-6.29,-4.36,-1.28,-3.483,-2.57,-4.862,-1.96,-2.24,-1.34,-5.3820000000000014,-0.92,-2.23,1.34,-3.7960000000000003,-5.26,-3.927,-2.35,-2.22,-1.87,-4.8,-0.66,-2.468,0.715,-5.64,-3.76,-4.42,-0.74,-2.22,-0.12,-3.51,-1.601,-2.23
1.1440000000000001,-5.0710000000000015,0.523,0.0,-2.58,0.06,-4.63,-2.43,-4.57,-2.09,-6.35,-1.04,-4.7989999999999995,-1.742,-2.38,-1.83,-3.57,-3.12,-3.77,-3.46,0.61,-1.84,-1.91,-2.73,-1.9469999999999998,-0.44,-1.59,-5.36,-8.176,-1.32,-5.03,-1.155,0.7,-6.14,-1.8030000000000002,-4.805,-2.54,-4.5,-4.53,-3.5860000000000003,-2.077,-2.48,-3.03,-5.47,-6.98,-4.65,-2.932,-4.28,-5.6,-0.83
-0.8,-4.38,-0.092,-4.1,-4.15,-3.18,-6.25,-3.685,-5.47,-2.21,-6.51,-2.63,-0.4,-3.04,-8.56,-3.62,-2.54,-3.785,-4.22,-4.37,-4.06,-2.34,-1.64,-3.38,-2.928,-4.22,-5.666,-1.92,-3.59,-0.14,-2.3369999999999997,-0.79,-7.0,-6.176,-3.03,-4.553999999999999,-2.0,-4.0,0.07,-1.19,-6.39,-3.48,-2.523,-0.92,-4.11,-5.26,-0.29,-4.081,-7.15,-2.24
-5.0710000000000015,-1.85,-2.11,-4.43,-4.16,-2.39,-3.06,-1.96,-2.9819999999999998,-0.68,-0.7,-0.9,-4.02,-0.49,-1.44,-0.12,-2.12,-3.931,-3.18,-0.624,-2.676,-4.08,-3.42,-3.1710000000000003,-0.88,-5.84,-2.21,-4.93,-2.7,0.46,-3.54,-3.37,-1.74,-2.46,-8.01,-0.364,-3.03,-3.63,-0.82,1.1440000000000001,-4.207,-3.19,-4.345,-3.6719999999999997,0.58,-2.11,-2.78,-3.091,-6.96,-1.96
-7.3210000000000015,-3.091,-1.95,-1.85,-4.21,-4.44,-6.68,-1.8,-0.4,-9.017999999999999,-7.32,-4.047,-2.11,-0.83,-0.8,-3.45,-3.93,-4.19,0.47,-4.955,-2.484,-6.62,-2.73,-1.83,-6.301,-4.48,-2.928,-4.48,0.106,-2.73,-4.64,-1.899,-1.01,-4.02,-0.99,-3.2,-6.35,-2.05,-7.3210000000000015,-4.24,-3.27,-1.85,-7.21,-7.3370000000000015,-2.78,-1.19,-2.39,-5.37,-4.73,-2.82
-7.85,-1.11,-1.24,-1.456,-0.364,-0.82,-7.25,-0.4,-4.12,-4.081,-1.09,-5.66,-2.33,-1.139,-3.93,0.51,-2.06,-2.322,-2.61,-1.66,-7.02,-4.173,-3.06,-6.47,-2.51,-0.71,-4.81,-1.96,-2.34,-0.12,-2.4,-0.95,-5.46,-1.22,-0.77,-2.322,-2.54,-3.65,-4.07,-1.139,-2.349,-2.57,-2.78,-1.228,-0.972,-4.43,-3.2239999999999998,-2.23,-3.38,-6.8
-1.22,-4.7,0.522,-2.676,-2.154,-0.92,-1.0,-2.7,-1.52,-1.87,-1.01,-3.76,-3.46,-2.6,-6.8,-3.3,-2.658,-0.6,0.57,-1.64,-2.62,-3.6719999999999997,-4.08,-3.42,-4.955,-6.291,-5.7520000000000024,-2.077,-1.17,-1.57,-5.47,-0.72,-5.35,-3.05,-3.39,-3.6,0.26,-2.34,-3.1,-4.31,-2.62,-1.89,-3.14,-2.34,-3.324,-0.01,-4.28,-0.36,-2.9,-3.04
-2.39,-6.14,-0.7,-2.92,0.61,0.74,-5.43,-2.35,-6.01,-1.34,-3.77,-8.71,-1.36,-1.95,-8.94,-1.92,-4.907,-1.23,-1.45,-5.03,-4.081,-3.54,-4.345,-2.35,-0.7,-1.4880000000000002,-2.74,-1.01,-1.6,-2.09,-3.1710000000000003,-2.09,-1.91,-6.39,-0.62,-0.22,-2.13,-3.927,-2.23,-4.43,-2.73,-2.33,-1.6,0.26,-0.41,-2.18,-0.7,-3.483,-6.29,-2.68
-1.94,-6.01,-4.7,-3.04,-3.37,-3.55,-4.4,-1.21,-7.02,0.1,-3.6719999999999997,-3.571,-2.34,-2.523,-4.13,-1.4,-8.23,1.1440000000000001,-6.49,-1.33,-9.16,-0.4,-1.99,-5.27,-3.583,-5.85,-3.27,-3.18,-1.807,-11.6,-1.742,-2.61,-3.73,-3.15,-2.084,-1.04,-2.36,-1.601,-3.15,-6.2,-0.4,-4.54,-4.47,-1.96,0.62,-5.53,-1.92,-6.47,-2.48,-4.376
-1.506,-4.402,0.39,1.11,-1.74,-8.6,-5.6,-1.52,-3.59,-2.404,-2.766,-1.73,-2.78,-2.05,-2.461,-4.21,-5.184,-1.4,-4.29,-1.28,-2.46,-2.596,-2.37,-5.68,-5.41,-2.53,-7.92,-5.43,-1.77,-0.24,-3.27,-0.71,-3.9,-4.88,-5.931,-1.41,-2.523,-3.36,-4.21,-4.76,-8.402000000000001,-3.324,-3.7960000000000003,-3.1,-1.94,-3.6039999999999996,-5.666,-1.6,-2.13,-1.74
-0.19,-6.307,-4.59,-0.85,-4.402,-1.84,-7.2,-4.69,-7.25,-1.71,-2.39,-2.35,-3.27,-0.41,-0.19,-0.82,-2.6919999999999997,-2.43,-0.4,-8.94,-1.96,-2.616,-7.96,-4.54,-5.16,-3.9,-1.08,-0.28,-4.4110000000000005,-3.59,-3.928,0.76,-2.0,-6.89,-4.16,-4.2,-2.0,-0.4,-2.28,-4.2,0.58,-4.376,-1.34,-2.41,-2.616,-1.59,-4.046,-3.4989999999999997,-1.5,-3.37
-1.11,-0.68,-6.59,0.009000000000000001,-1.0,-3.42,-1.29,-1.28,-3.7,-1.14,-1.85,-3.28,-2.55,-3.61,-4.1,-4.114,0.43,-5.54,-7.02,-4.69,-3.571,-8.334,-1.11,-2.92,-2.82,-1.661,-0.82,-2.5180000000000002,-1.3,-1.06,-4.3,-7.96,-0.4,0.49,-5.14,-4.69,-2.68,-2.67,-4.345,-7.32,0.02,-6.68,-2.42,-4.871,1.02,-0.03,-1.08,-4.54,-4.328,-0.29
-2.12,-9.332,-4.805,-0.88,-2.55,-4.16,-1.03,-3.583,-6.317,0.32,-3.04,0.94,-3.19,0.39,-0.364,0.38,-0.7,-6.86,-4.046,0.85,-6.34,-0.62,-1.8,-1.99,-6.57,-0.82,-0.22,0.38,-1.28,-4.73,-2.09,1.12,-2.25,-1.85,-5.03,-4.47,-2.9819999999999998,-5.19,-6.291,-3.9,-1.48,-3.06,-3.81,-2.468,-1.01,-2.322,-3.127,-0.1,-0.91,-2.68
-1.62,-2.57,-3.96,-4.23,-6.144,-4.099,-3.14,-1.71,-2.55,-0.72,-6.78,0.49,-3.4,-2.33,-1.91,-6.237,-0.04,-4.593999999999999,-4.207,-2.67,-2.51,-3.82,-3.4,-4.925,-1.34,-5.84,0.79,-7.96,-0.85,-2.21,-3.785,-4.88,-2.5639999999999996,-3.15,0.15,-8.04,-2.077,-2.36,-3.685,-4.59,-3.77,-0.8759999999999999,-1.21,-2.43,-4.15,-1.54,-6.59,-3.15,-3.1,-5.35
-3.52,-3.0,-2.42,-3.81,-0.17,-4.755,-3.127,-2.4,0.38,-2.82,-2.925,-0.59,-3.2460000000000004,-0.44,-0.624,-2.73,-3.028,-3.15,-0.18,-2.05,-2.33,-0.1,-0.972,-3.18,-4.55,-5.26,-4.805,-4.11,-1.34,-0.82,-3.955,-1.99,-3.46,-2.296,-0.8,-1.21,-0.73,-2.84,-3.27,-1.77,-1.63,-4.173,-0.8,-2.16,-0.62,-2.73,-1.96,-6.08,-2.0,-3.4
-2.85,-3.364,-3.46,-4.37,-0.22,-0.59,-1.34,-2.42,-0.45,-6.523,-0.18,-2.8,-2.41,-1.93,-4.4,-3.33,-3.1710000000000003,-2.46,-4.15,-0.01,-3.239,0.38,-2.925,0.54,-3.4,-3.24,-5.23,-1.77,-3.77,-3.22,-3.2460000000000004,-2.6919999999999997,-2.1109999999999998,-2.266,-2.48,-4.678,-3.08,0.36,-2.523,-2.461,-5.68,-8.04,-4.37,-2.18,-1.79,-4.805,-1.614,-2.478,-2.676,-1.47
-4.5,-4.36,-4.57,-2.74,-0.03,-2.9819999999999998,-2.253,-2.5639999999999996,-1.3,-1.28,-4.314,-4.345,-3.08,-3.09,1.02,-2.82,-0.63,-4.1,-4.925,-1.16,0.26,0.32,-8.23,-3.083,-3.6719999999999997,-4.11,-3.2460000000000004,-0.83,-4.88,-4.54,-1.14,-0.7,-3.76,-0.6,-2.94,-3.364,-2.148,-2.4,-2.11,-5.24,-0.96,-5.7360000000000015,-2.1,-1.47,-3.04,-1.85,-2.34,-8.4,-4.63,-3.7
-3.3,-3.27,-3.39,-1.34,-1.807,-2.0,-1.08,-2.49,-0.742,-1.17,-8.176,-6.57,0.6509999999999999,-1.077,-1.661,-2.68,-3.38,-4.17,-2.23,-7.21,-1.6,-2.8,-3.11,-2.09,-3.38,-0.89,-2.593,-1.92,-1.25,-3.04,-2.4,-5.115,-3.5860000000000003,-3.6719999999999997,-0.7,-1.99,-2.18,-1.8,-4.29,-3.37,-7.85,-2.676,-3.66,0.79,-4.749,-0.41,-7.0,-5.05,-6.237,-3.2239999999999998
-1.7080000000000002,-0.85,-2.843,-7.28,-2.68,-2.843,-0.8,-3.1,-5.64,-0.41,-0.8,-0.99,-1.57,-0.62,-9.15,-2.452,-3.04,-3.59,-3.5,-5.54,-3.03,-4.21,-1.36,-5.6,-2.51,-4.522,-4.93,-3.0,-5.17,-4.14,-1.33,-5.27,-4.46,-1.6,-4.62,-1.23,-6.96,-5.6,-5.21,-1.29,-3.21,-8.6,-1.08,-0.82,-0.8,-3.924,-0.74,-3.42,-2.09,-1.64
-2.35,-5.27,-4.09,-4.314,-3.083,-4.173,-0.83,-0.36,-2.29,-0.36,-0.41,-7.39,-2.9,0.38,-5.27,-6.49,-1.4,-4.95,-2.523,-4.57,-0.17,-2.6,-1.9809999999999999,-1.24,1.02,-3.12,-3.85,-8.0,-2.06,-3.42,-8.49,-5.4,-2.35,-4.445,-0.82,-7.02,-6.2,-2.48,-1.1,-3.26,-0.39,-5.03,-0.85,-0.6,-2.41,-2.48,-5.184,-6.0,0.81,-3.8960000000000004
-4.07,-3.55,-5.7520000000000024,-3.1,-3.61,-3.3,-5.17,0.009000000000000001,-7.28,-6.25,-1.99,-11.6,-7.28,-4.19,-0.55,-0.8540000000000001,-1.66,-1.45,0.1,-1.25,-0.83,-0.42,-5.46,-2.478,-0.62,-4.56,-3.68,-4.522,-6.01,-3.0,-3.19,-2.9,-4.36,-1.52,-6.59,-3.55,-0.59,-3.85,-4.0,-0.36,-3.81,-0.96,-2.68,-4.046,-2.21,-4.69,-5.36,-9.332,-1.06,-3.583
-2.67,-4.44,-1.96,-3.6719999999999997,-3.81,-3.38,-1.34,-4.74,-6.25,-2.64,-4.3,1.1,-0.79,-2.943,-5.03,1.02,-3.51,-1.96,-1.8,-4.31,-0.66,-2.932,-6.35,-5.8389999999999995,-1.16,-1.94,-3.84,-4.553999999999999,-3.59,-7.8,-4.21,-4.65,-5.153,-0.24,-5.184,-3.6639999999999997,-6.237,-1.9,0.0,-0.49,0.54,-2.63,-2.084,-2.68,-5.64,-2.73,-4.755,-0.667,-1.7080000000000002,-2.11
-4.92,-4.735,1.02,-2.23,-1.228,-0.5,-1.11,-4.09,-5.06,-0.92,-2.55,-2.17,-3.64,-3.2,-1.39,-3.05,-0.8,-3.592,-3.1,-4.14,-4.678,-5.4,-3.3,-2.81,-1.96,-1.8030000000000002,-4.69,-3.59,-1.63,0.61,-1.077,-2.22,-5.36,0.81,-1.9809999999999999,-3.67,-7.85,-1.92,-6.35,-1.17,-1.4,-3.955,-1.456,-3.81,-2.478,-5.8389999999999995,-0.24,-5.915,-4.63,0.15
-0.12,-5.03,-3.43,0.62,-4.11,-2.484,-1.66,-7.3370000000000015,-2.928,-4.8,-0.6,-2.36,-0.8,-4.3,-2.94,-0.4,-2.68,-3.85,-4.43,-3.57,-6.523,-2.0,-1.45,-1.32,-3.14,-6.523,0.0,-4.81,-3.84,-3.85,-1.99,-2.82,-6.317,-1.96,-4.2860000000000005,-3.2,-1.01,-4.16,-5.36,-4.35,-2.13,-2.49,-1.601,-2.22,-4.07,-3.59,-3.39,-4.15,-4.14,-1.83
-2.16,-0.6,-0.5,-9.15,-7.21,0.52,-5.08,-1.4580000000000002,-4.54,-2.77,-0.74,-0.24,-6.237,-5.26,-3.19,-4.4319999999999995,-2.5810000000000004,-2.22,-5.284,1.1,-0.79,-4.8,-1.3,-5.05,-3.75,-2.44,-2.73,-0.4,-1.96,-3.74,-4.74,-4.8,-1.96,-6.96,-3.27,1.11,-8.04,-2.68,-2.03,-4.445,-3.93,-5.666,-1.3,-4.21,-2.44,-3.408,-5.05,-5.26,-4.24,-1.6
-2.21,-6.6370000000000005,-5.16,-1.28,-3.39,-3.658,-2.68,-7.8,-5.26,-2.62,-5.153,-0.17,-3.59,-3.33,-5.21,-1.52,-3.22,-4.02,-5.233,-1.1,-3.043,-3.08,-3.37,-3.028,-2.77,-5.4,-2.43,-3.21,-0.29,-3.6639999999999997,-0.41,-1.36,-6.59,-1.94,-2.617,-1.11,-1.77,-5.931,-4.92,-1.94,-2.18,-3.28,-2.676,-4.69,-2.05,-5.06,-2.523,-4.955,-4.862,-4.12
-2.356,-4.12,-2.41,-1.04,-2.322,-3.364,-4.03,-3.2239999999999998,-3.03,-5.67,-3.59,-3.64,-3.66,-7.278,-0.1,-1.64,-4.0969999999999995,-1.09,-2.1109999999999998,-2.39,-3.69,-4.69,-4.9,-1.72,-3.22,-4.678999999999999,-3.083,-4.42,-3.76,-0.03,-2.54,-1.25,-2.932,-5.666,-2.12,-1.52,-2.338,-2.51,0.009000000000000001,-4.805,-4.17,-3.638,-6.144,-4.883,-3.15,-2.55,-4.3,-3.5380000000000003,-4.314,-3.18
-2.23,-2.1,-3.6,-1.06,-2.28,-1.0,-0.29,0.49,-1.64,-1.37,-3.59,-2.41,-0.24,-1.8,-4.2860000000000005,0.26,-5.115,-1.83,-6.005,-2.09,-1.08,-4.7,-0.79,0.07,-1.19,-2.57,-6.98,-1.68,-5.4,-3.59,-6.68,-4.74,-6.025,-1.73,-3.0,-1.742,-4.29,-3.239,-4.743,-2.658,0.32,0.38,-1.8769999999999998,-6.307,-0.4,-5.282,0.3,-5.85,-1.81,-2.78
-2.77,-8.71,-5.886,-1.742,-2.676,-5.64,-4.805,-6.86,0.48,-2.39,-3.27,-1.92,-4.4319999999999995,-2.92,-6.78,-4.706,0.74,-1.28,-4.17,-3.42,-3.364,-2.22,-1.7,-2.06,-0.6,0.07,-4.03,-6.876,-0.17,-1.6,-1.01,-2.64,-0.78,-4.54,-0.24,-0.742,-3.69,-4.8,-1.29,-3.38,0.38,-0.95,-4.66,-4.17,-1.155,-1.84,-3.3,-3.638,-2.55,-0.6
